background/signal,pT GeV,y,mass GeV,width,ptD,#of constituents
 1,   477.648,    -0.083,    32.720,     0.017,     0.951,   11
 0,    40.875,     1.403,     8.043,     0.172,     0.457,   13
 0,    24.202,     1.171,     6.092,     0.225,     0.300,   21
 1,    47.034,     3.939,     6.476,     0.132,     0.664,    3
 0,    26.981,     0.612,     5.651,     0.188,     0.347,   13
 0,    21.916,    -0.602,     4.749,     0.183,     0.398,   12
 0,    30.045,     3.404,     4.829,     0.157,     0.536,    4
 0,   251.640,    -1.666,    34.242,     0.076,     0.533,   22
 0,    27.585,    -0.910,     4.942,     0.164,     0.351,   14
 0,    29.660,    -0.661,     5.679,     0.176,     0.310,   20
 0,    25.821,     0.805,     5.418,     0.194,     0.323,   14
 1,    28.192,     3.766,     2.773,     0.082,     0.804,    2
 1,   406.445,    -0.732,    45.543,     0.047,     0.880,   14
 1,   253.162,     0.145,    18.748,     0.026,     0.922,   11
 0,    38.412,    -1.783,     7.323,     0.172,     0.370,   16
 0,    32.412,    -2.049,     6.028,     0.137,     0.424,   15
 0,    29.333,     2.382,     5.595,     0.168,     0.262,   19
 0,    27.735,    -0.947,     7.669,     0.263,     0.275,   18
 0,    35.444,     1.304,     6.406,     0.134,     0.670,   11
 1,    48.420,     3.991,     0.000,     0.000,     1.000,    1
 0,   829.045,    -0.085,    28.262,     0.004,     0.988,    7
 1,    93.610,    -3.230,    11.514,     0.103,     0.734,    4
 1,    57.747,     2.994,     4.162,     0.030,     0.937,    5
 0,    27.836,    -0.017,     6.137,     0.194,     0.324,   16
 0,    36.355,     4.316,     0.000,     0.000,     1.000,    1
 0,    24.516,    -4.121,     0.000,     0.000,     1.000,    1
 0,    21.163,     4.294,     0.000,     0.000,     1.000,    1
 1,   159.719,    -2.756,    13.158,     0.034,     0.955,    3
 0,    33.798,    -0.870,     8.644,     0.237,     0.247,   27
 0,    20.271,     0.643,     4.960,     0.220,     0.312,   15
 0,    23.294,    -1.190,     6.009,     0.243,     0.356,   14
 0,    20.196,     1.634,     4.637,     0.211,     0.313,   13
 1,    33.161,     4.246,     0.000,     0.000,     1.000,    1
 1,    23.475,    -3.399,     4.464,     0.178,     0.745,    2
 1,   187.643,    -1.852,    20.598,     0.064,     0.852,   13
 1,   106.113,    -2.673,    15.428,     0.101,     0.792,    7
 0,    47.182,     0.398,    12.043,     0.241,     0.261,   25
 0,    48.573,     0.165,    10.728,     0.205,     0.271,   19
 0,    40.614,     1.336,     9.665,     0.224,     0.261,   20
 0,    57.819,    -3.146,    12.350,     0.198,     0.458,    6
 0,    29.720,    -0.342,     6.530,     0.206,     0.323,   19
 0,    24.124,    -1.834,     5.812,     0.213,     0.275,   17
 0,    22.440,     2.470,     4.742,     0.188,     0.334,   18
 0,    33.690,     4.135,     5.098,     0.150,     0.710,    2
 0,    28.721,    -3.854,     3.318,     0.083,     0.861,    2
 0,    26.928,     4.127,     3.968,     0.128,     0.788,    2
 0,    25.224,     3.051,     0.000,     0.000,     1.000,    1
 0,    24.942,     4.158,     0.000,     0.000,     1.000,    1
 1,   421.900,    -0.907,    41.607,     0.038,     0.874,   19
 0,    70.645,     0.332,     6.805,     0.050,     0.775,   12
 1,    78.742,     3.920,     9.358,     0.094,     0.827,    2
 0,    26.465,    -2.251,     5.543,     0.194,     0.228,   23
 0,    28.515,     1.683,     6.753,     0.220,     0.231,   27
 0,    24.644,     0.154,     5.852,     0.210,     0.260,   22
 0,    47.016,     4.324,     0.000,     0.000,     1.000,    1
 0,    34.730,    -2.816,     5.432,     0.150,     0.598,    3
 0,    40.029,    -3.624,     7.137,     0.169,     0.630,    3
 0,    38.929,    -3.545,     8.102,     0.199,     0.621,    4
 0,    28.545,     2.811,     4.445,     0.134,     0.573,    5
 0,    29.605,    -2.896,     2.303,     0.057,     0.852,    2
 0,    21.109,     3.308,     3.577,     0.150,     0.493,    5
 0,    20.527,     4.082,     0.000,     0.000,     1.000,    1
 0,    41.016,    -0.836,    10.696,     0.244,     0.295,   22
 0,    33.698,     1.246,     8.743,     0.240,     0.271,   24
 0,    26.213,     2.452,     4.731,     0.160,     0.562,   10
 0,    24.544,     0.127,     6.121,     0.225,     0.282,   22
 0,    29.324,     2.049,     6.093,     0.184,     0.248,   24
 0,    24.195,    -2.999,     5.881,     0.224,     0.407,    7
 0,    30.361,     4.196,     4.491,     0.116,     0.829,    2
 1,   722.531,     0.625,    54.428,     0.026,     0.949,   14
 1,   485.061,    -0.794,    34.198,     0.021,     0.942,   13
 1,   115.244,     3.222,    19.573,     0.134,     0.577,    6
 0,    40.042,     0.743,    10.591,     0.245,     0.248,   24
 0,    30.532,     1.608,     7.766,     0.238,     0.246,   22
 0,    22.387,     1.068,     5.613,     0.227,     0.286,   17
 0,    28.170,    -4.293,     0.000,     0.000,     1.000,    1
 0,    24.409,    -4.094,     0.000,     0.000,     1.000,    1
 0,    22.642,    -2.893,     1.732,     0.071,     0.624,    3
 0,    22.315,    -4.159,     0.000,     0.000,     1.000,    1
 0,    21.574,    -4.230,     1.997,     0.092,     0.707,    2
 1,   101.729,     0.289,     8.691,     0.031,     0.870,   10
 1,    74.709,     4.111,     2.010,     0.004,     0.995,    2
 1,    51.908,    -4.356,     7.524,     0.117,     0.818,    2
 0,    28.055,     1.615,     6.460,     0.203,     0.369,   17
 0,    25.831,    -1.213,     5.361,     0.183,     0.415,   13
 0,    30.620,    -0.465,     5.840,     0.177,     0.372,   13
 1,   630.521,    -0.308,    53.736,     0.038,     0.881,   20
 0,    53.611,     1.835,    11.634,     0.179,     0.441,   20
 0,    51.556,     0.761,    11.345,     0.200,     0.299,   17
 0,    36.873,     0.138,     8.425,     0.198,     0.267,   21
 0,    29.230,    -0.535,     7.393,     0.236,     0.244,   22
 0,    39.567,    -1.018,     9.389,     0.214,     0.301,   20
 1,    62.071,     3.438,     6.560,     0.073,     0.873,    2
 0,    22.742,     0.502,     5.349,     0.212,     0.291,   19
 0,    31.775,    -1.220,     5.853,     0.151,     0.416,   12
 0,    49.099,    -3.114,     8.004,     0.136,     0.512,    5
 0,    41.512,     4.229,     0.000,     0.000,     1.000,    1
 0,    35.470,     4.188,     1.792,     0.034,     0.876,    2
 0,    34.016,     4.429,     6.134,     0.163,     0.613,    3
 0,    27.151,     3.790,     2.854,     0.102,     0.726,    2
 1,   266.958,    -1.596,    14.421,     0.017,     0.946,    9
 0,    42.902,    -0.191,     8.084,     0.165,     0.365,   14
 0,    40.587,    -1.052,     8.734,     0.182,     0.428,   17
 0,    31.808,     0.172,     6.340,     0.166,     0.388,   17
 0,    21.758,    -0.179,     5.379,     0.230,     0.311,   18
 0,    22.154,     0.593,     5.049,     0.213,     0.367,   16
 0,    21.184,     3.083,     0.000,     0.000,     1.000,    1
 1,   809.471,    -0.087,    32.516,     0.009,     0.976,   11
 0,    44.817,    -0.826,    10.763,     0.219,     0.310,   17
 1,    61.246,     4.359,     0.000,     0.000,     1.000,    1
 0,    32.679,     0.049,     6.612,     0.167,     0.436,   15
 0,    36.383,     0.594,     6.912,     0.180,     0.374,   12
 0,    21.961,     1.876,     5.847,     0.249,     0.245,   24
 0,    21.207,    -1.383,     3.844,     0.163,     0.299,   16
 0,    31.065,     0.082,     8.711,     0.258,     0.277,   18
 1,    36.249,    -4.173,     0.000,     0.000,     1.000,    1
 1,    24.908,     2.824,     2.717,     0.065,     0.908,    2
 0,    25.997,     3.034,     2.068,     0.055,     0.873,    2
 1,   597.623,    -0.335,    33.256,     0.011,     0.962,   11
 1,   368.338,     0.663,    20.017,     0.011,     0.968,    9
 0,    23.541,     2.014,     4.773,     0.179,     0.246,   23
 0,    20.104,     0.863,     3.298,     0.127,     0.464,   10
 0,    23.404,     4.482,     0.000,     0.000,     1.000,    1
 1,    47.153,     4.129,     5.514,     0.092,     0.639,    3
 1,    38.231,    -3.196,     3.855,     0.094,     0.675,    3
 1,   132.557,    -1.869,    12.709,     0.042,     0.890,   11
 0,    65.580,     0.421,    12.500,     0.165,     0.416,   25
 0,    26.811,    -0.002,     5.880,     0.200,     0.347,   15
 0,    20.756,     0.939,     4.834,     0.218,     0.363,   15
 1,    29.328,    -3.549,     3.541,     0.097,     0.821,    2
 1,   628.663,    -0.287,    28.459,     0.011,     0.971,   10
 1,    63.972,     2.189,    10.787,     0.129,     0.399,   17
 0,    25.665,     0.513,     5.600,     0.204,     0.298,   21
 0,    39.248,     1.296,     5.466,     0.115,     0.665,    7
 1,    39.125,    -4.387,     2.823,     0.070,     0.728,    2
 0,    22.673,    -0.272,     2.674,     0.097,     0.669,    7
 0,    21.952,    -3.443,     1.347,     0.058,     0.746,    2
 1,   794.110,    -0.353,    38.345,     0.012,     0.971,   10
 1,   140.578,     0.832,    24.132,     0.117,     0.644,   17
 1,   118.964,     3.937,     0.000,     0.000,     1.000,    1
 0,    39.390,     1.923,     9.861,     0.226,     0.205,   34
 1,    60.420,    -2.843,     5.982,     0.058,     0.866,    3
 0,    20.185,     0.290,     5.505,     0.260,     0.388,   15
 0,    24.391,    -1.140,     4.074,     0.137,     0.440,   13
 0,    23.128,     1.286,     5.011,     0.183,     0.343,   15
 0,    28.879,    -4.122,     0.000,     0.000,     1.000,    1
 0,    25.597,     4.100,     4.985,     0.188,     0.581,    3
 0,   175.632,    -1.001,    17.701,     0.040,     0.915,   10
 1,    42.749,     1.990,     6.171,     0.097,     0.666,   11
 0,    33.603,     1.149,     4.432,     0.114,     0.381,   12
 0,    20.839,     0.170,     5.026,     0.216,     0.325,   18
 1,    29.315,    -4.267,     0.000,     0.000,     1.000,    1
 0,    22.289,     3.480,     2.566,     0.101,     0.784,    2
 1,   371.305,     0.307,    20.358,     0.011,     0.968,   10
 1,   162.024,     3.186,    14.112,     0.066,     0.740,    3
 1,    59.169,    -3.819,     0.000,     0.000,     1.000,    1
 1,   232.848,     2.475,     7.650,     0.009,     0.975,    4
 0,   209.764,    -1.866,    23.198,     0.048,     0.840,   16
 0,    31.204,     0.044,     7.709,     0.217,     0.282,   21
 0,    22.009,    -0.413,     5.573,     0.229,     0.267,   22
 0,    23.800,    -0.957,     6.007,     0.235,     0.273,   19
 0,    48.653,     4.471,    11.825,     0.237,     0.526,    4
 0,    20.150,     0.033,     3.948,     0.181,     0.357,   12
 0,    22.154,     0.953,     4.996,     0.203,     0.444,   11
 0,    28.408,    -2.943,     4.699,     0.150,     0.547,    4
 1,    34.742,     4.344,     0.000,     0.000,     1.000,    1
 0,    20.622,    -3.345,     1.889,     0.076,     0.761,    3
 0,    23.482,     3.115,     3.858,     0.156,     0.671,    3
 1,   676.759,    -0.049,    43.834,     0.020,     0.948,   14
 1,    99.337,    -1.142,    21.483,     0.186,     0.312,   24
 0,    52.731,    -2.055,    10.161,     0.163,     0.313,   26
 0,    32.912,    -1.064,     7.788,     0.216,     0.363,   16
 0,    24.087,     2.304,     5.100,     0.182,     0.273,   26
 0,    21.501,    -1.957,     5.278,     0.227,     0.288,   22
 0,    20.769,    -0.436,     4.598,     0.196,     0.358,   14
 1,    37.365,     2.925,     0.893,     0.012,     0.933,    2
 0,    46.930,    -3.889,     0.000,     0.000,     1.000,    1
 0,    34.570,    -4.182,     3.560,     0.085,     0.812,    2
 0,    26.603,     4.455,     3.013,     0.090,     0.826,    2
 0,   289.595,     1.086,    18.906,     0.023,     0.924,   12
 0,    64.140,    -2.882,    10.339,     0.140,     0.541,    5
 0,    40.249,    -0.356,     8.650,     0.179,     0.278,   23
 0,    35.352,    -0.457,     8.898,     0.228,     0.265,   17
 1,    67.233,     4.345,     0.000,     0.000,     1.000,    1
 0,    24.303,     0.815,     5.814,     0.222,     0.299,   20
 0,    26.401,     0.756,     5.910,     0.207,     0.324,   13
 0,    20.470,    -1.300,     4.110,     0.168,     0.404,   15
 1,    44.624,    -4.234,     0.000,     0.000,     1.000,    1
 0,    26.420,    -3.277,     4.799,     0.168,     0.598,    3
 0,    28.222,     3.727,     4.004,     0.134,     0.627,    3
 1,    59.892,     3.660,     3.099,     0.018,     0.968,    2
 0,    32.969,     1.147,     7.263,     0.201,     0.267,   19
 1,    29.567,     2.436,     4.011,     0.094,     0.765,    9
 0,    21.370,     0.894,     5.047,     0.218,     0.300,   19
 0,    22.360,    -0.535,     4.974,     0.197,     0.422,   17
 0,    26.350,    -3.610,     4.385,     0.159,     0.594,    4
 1,    23.624,    -4.064,     0.000,     0.000,     1.000,    1
 0,   120.930,     0.825,    12.321,     0.045,     0.850,   10
 1,    84.154,    -2.369,    15.952,     0.143,     0.331,   24
 0,    25.385,     1.603,     6.645,     0.239,     0.247,   23
 0,    20.903,    -0.095,     4.872,     0.223,     0.292,   16
 1,   163.430,     1.976,    18.910,     0.054,     0.618,   18
 0,    85.054,     0.003,    12.808,     0.084,     0.780,   15
 1,    99.926,    -3.043,     6.448,     0.048,     0.830,    3
 0,    30.478,     0.787,     6.501,     0.188,     0.386,   11
 0,    20.657,    -2.816,     3.781,     0.154,     0.779,    4
 0,    22.473,    -4.125,     0.000,     0.000,     1.000,    1
 1,   741.237,    -0.790,    50.224,     0.021,     0.936,   15
 1,   109.397,    -3.601,    13.671,     0.094,     0.844,    2
 1,    78.643,     4.253,     0.000,     0.000,     1.000,    1
 0,    26.148,    -0.850,     7.030,     0.254,     0.256,   21
 0,    27.825,     1.022,     6.055,     0.202,     0.397,   17
 0,    20.240,    -2.189,     2.831,     0.117,     0.346,   13
 0,    34.408,    -4.026,     0.000,     0.000,     1.000,    1
 0,    27.924,    -3.171,     2.701,     0.088,     0.570,    4
 0,    20.658,     3.041,     2.329,     0.080,     0.865,    2
 1,   669.174,     0.919,    37.851,     0.012,     0.963,   13
 1,   400.288,    -1.093,    14.333,     0.007,     0.959,    9
 1,    94.636,    -3.221,     6.221,     0.045,     0.695,    4
 0,    42.896,     1.945,     8.472,     0.172,     0.293,   19
 1,    60.996,     3.663,     2.575,     0.024,     0.918,    2
 0,    28.259,    -1.175,     6.675,     0.218,     0.311,   20
 0,    37.111,     0.448,     8.494,     0.204,     0.313,   17
 0,    21.950,     0.946,     5.337,     0.221,     0.290,   16
 0,    26.300,     3.753,     4.233,     0.154,     0.729,    2
 0,   724.710,    -0.307,    37.393,     0.010,     0.954,    9
 1,    92.019,    -3.527,     9.247,     0.051,     0.841,    3
 0,    34.034,    -1.067,     8.236,     0.218,     0.277,   20
 1,    23.185,    -1.235,     5.037,     0.197,     0.342,   15
 1,    50.449,     2.960,     2.038,     0.038,     0.747,    2
 0,    21.487,     0.289,     4.936,     0.205,     0.479,   14
 0,    25.243,     1.782,     4.382,     0.136,     0.510,    7
 0,    41.520,    -2.955,     4.861,     0.116,     0.713,    2
 0,    20.269,    -4.234,     1.859,     0.073,     0.827,    2
 1,   252.467,     1.443,    35.199,     0.109,     0.338,   23
 1,    81.024,    -2.947,     7.990,     0.075,     0.570,    4
 0,    40.156,    -0.506,     5.790,     0.113,     0.427,    9
 0,    28.216,    -1.698,     7.631,     0.250,     0.227,   26
 1,    24.335,     3.009,     1.459,     0.059,     0.718,    2
 0,   443.782,    -1.385,    43.766,     0.051,     0.536,   21
 0,    28.252,     1.749,     6.549,     0.212,     0.254,   22
 0,    20.980,    -0.334,     4.609,     0.200,     0.338,   12
 0,    29.525,     4.181,     5.718,     0.190,     0.713,    2
 1,   108.438,     3.499,     6.105,     0.016,     0.979,    3
 1,    48.857,    -2.308,     6.777,     0.095,     0.765,   10
 0,    25.289,     0.527,     6.324,     0.229,     0.324,   15
 0,    26.016,    -1.497,     5.620,     0.197,     0.297,   16
 0,    22.488,     0.156,     5.016,     0.207,     0.308,   16
 1,    38.968,     2.005,     8.082,     0.172,     0.465,   24
 1,    43.110,     3.139,     0.882,     0.018,     0.784,    2
 0,    21.340,    -0.369,     4.289,     0.177,     0.306,   13
 1,    26.886,    -2.848,     3.807,     0.135,     0.736,    2
 1,   601.073,    -1.396,    42.919,     0.028,     0.811,   20
 0,    47.531,    -2.155,    12.844,     0.248,     0.223,   33
 0,    53.579,    -0.291,    11.345,     0.182,     0.306,   19
 0,    39.640,    -2.956,     8.141,     0.194,     0.495,    6
 0,    42.415,     0.790,     7.892,     0.155,     0.440,   14
 1,    56.412,     3.342,     7.878,     0.101,     0.564,    5
 0,    23.373,     2.202,     5.773,     0.223,     0.232,   27
 0,    28.298,    -0.634,     5.463,     0.170,     0.343,   16
 0,    20.219,     0.049,     3.829,     0.165,     0.375,   12
 0,    20.467,    -1.682,     3.868,     0.166,     0.355,   13
 0,    34.097,    -4.336,     5.254,     0.127,     0.810,    2
 0,    24.816,     4.426,     0.313,     0.012,     0.758,    2
 1,   499.669,    -0.920,    33.193,     0.020,     0.939,   10
 1,    89.339,     2.766,     8.540,     0.050,     0.911,    5
 1,    62.544,    -2.372,     7.421,     0.084,     0.451,   14
 0,    31.687,     0.968,     8.109,     0.236,     0.263,   20
 0,   235.367,    -1.583,    25.405,     0.047,     0.865,   18
 1,   143.305,     2.755,    16.667,     0.064,     0.679,    4
 0,    85.024,     1.155,    11.131,     0.086,     0.703,   11
 0,    24.513,     2.197,     5.340,     0.195,     0.249,   22
 0,    51.654,     4.431,     8.066,     0.144,     0.758,    2
 0,    21.764,     1.864,     5.715,     0.236,     0.233,   23
 0,    27.151,    -1.970,     6.010,     0.202,     0.247,   21
 0,    26.971,    -0.887,     6.443,     0.211,     0.360,   17
 1,    43.115,    -3.248,     5.124,     0.110,     0.644,    4
 0,    20.695,    -1.422,     4.789,     0.207,     0.328,   14
 0,    22.528,     0.698,     5.729,     0.240,     0.317,   18
 0,    22.676,     3.962,     4.263,     0.170,     0.632,    3
 1,   659.612,     1.097,    27.987,     0.010,     0.949,   12
 1,   459.164,    -0.761,    32.645,     0.026,     0.917,   16
 1,   232.324,    -1.550,    29.107,     0.096,     0.379,   27
 1,    60.066,     2.485,     7.487,     0.100,     0.407,   14
 0,    23.402,    -2.004,     5.593,     0.223,     0.193,   34
 0,    23.868,     1.940,     5.842,     0.228,     0.269,   21
 0,    25.489,    -0.086,     6.431,     0.232,     0.293,   18
 0,    21.505,     1.069,     4.893,     0.195,     0.458,   15
 0,    23.140,     1.567,     4.092,     0.159,     0.317,   15
 0,    22.212,    -3.230,     3.691,     0.153,     0.428,    7
 0,    21.516,    -4.372,     2.667,     0.122,     0.718,    2
 0,    31.569,    -0.870,     6.641,     0.173,     0.368,   16
 1,    50.270,    -4.192,     0.000,     0.000,     1.000,    1
 0,    27.862,    -0.272,     6.399,     0.217,     0.413,   12
 0,    37.687,    -2.916,     4.651,     0.083,     0.735,    4
 0,    21.289,     0.291,     3.994,     0.156,     0.401,   12
 0,    33.338,    -4.382,     0.000,     0.000,     1.000,    1
 1,    31.073,    -4.172,     0.000,     0.000,     1.000,    1
 0,    20.668,     3.060,     0.000,     0.000,     1.000,    1
 1,   152.466,    -0.574,    12.767,     0.033,     0.836,   11
 1,    72.286,     4.400,     9.744,     0.091,     0.877,    2
 0,    39.913,     0.181,     9.187,     0.210,     0.272,   21
 0,    27.796,     0.442,     7.114,     0.237,     0.248,   24
 0,    26.413,     0.483,     6.127,     0.214,     0.417,   15
 0,    27.329,     1.351,     6.954,     0.237,     0.302,   16
 1,    47.303,    -3.746,     5.130,     0.104,     0.735,    2
 0,    20.586,    -3.867,     0.000,     0.000,     1.000,    1
 0,    30.139,     4.176,     0.000,     0.000,     1.000,    1
 0,    28.858,    -4.244,     2.705,     0.088,     0.746,    2
 1,   137.580,     3.433,    10.327,     0.031,     0.956,    2
 0,    20.268,     1.774,     3.864,     0.160,     0.364,   11
 1,    26.272,    -3.901,     0.000,     0.000,     1.000,    1
 1,   608.332,     0.170,    35.445,     0.020,     0.911,   13
 0,    38.186,    -1.080,     8.650,     0.203,     0.268,   22
 0,    41.072,    -0.139,     8.494,     0.182,     0.321,   18
 1,    63.388,    -4.269,     8.326,     0.124,     0.743,    2
 0,    43.352,    -2.982,     4.750,     0.108,     0.654,    3
 1,    28.648,     3.698,     5.125,     0.156,     0.598,    4
 0,    34.363,     4.212,     0.000,     0.000,     1.000,    1
 0,    29.622,    -4.468,     0.000,     0.000,     1.000,    1
 0,    23.062,     4.280,     0.334,     0.014,     0.707,    2
 0,    22.472,     3.027,     3.553,     0.136,     0.554,    5
 0,    22.285,     4.245,     0.000,     0.000,     1.000,    1
 1,   542.712,     0.293,    40.686,     0.022,     0.922,   15
 0,    32.120,     0.983,     6.931,     0.194,     0.265,   20
 0,    28.817,    -0.553,     4.821,     0.131,     0.300,   19
 0,    31.878,     2.478,     5.608,     0.167,     0.440,   14
 0,    27.491,     1.728,     5.695,     0.188,     0.392,   11
 0,    20.797,    -0.632,     4.591,     0.196,     0.351,   15
 0,    22.588,    -0.644,     6.059,     0.242,     0.301,   16
 1,    44.554,    -4.369,     9.382,     0.196,     0.655,    3
 1,    43.887,     3.392,     5.151,     0.095,     0.766,    3
 0,    27.540,    -4.144,     0.000,     0.000,     1.000,    1
 0,    20.330,    -4.085,     0.000,     0.000,     1.000,    1
 1,   296.892,    -0.478,    22.701,     0.028,     0.940,   10
 0,    23.072,     0.379,     5.517,     0.223,     0.278,   17
 1,    36.817,     3.406,     4.326,     0.073,     0.899,    2
 0,    20.950,     1.048,     3.826,     0.143,     0.510,   10
 0,    20.748,    -1.146,     3.456,     0.148,     0.406,   10
 0,    24.447,     4.350,     0.000,     0.000,     1.000,    1
 1,   286.032,    -0.367,    18.545,     0.021,     0.918,   13
 0,    51.833,     2.880,    10.150,     0.176,     0.444,    8
 0,    33.150,     4.071,     7.040,     0.204,     0.640,    3
 0,    25.450,     1.155,     5.971,     0.203,     0.303,   20
 0,    23.488,     0.208,     6.200,     0.243,     0.283,   21
 0,    27.109,     0.838,     6.129,     0.196,     0.287,   20
 0,    31.764,     0.658,     5.815,     0.162,     0.364,   15
 0,    27.276,    -1.247,     5.561,     0.179,     0.375,   11
 0,    23.307,    -1.670,     5.224,     0.182,     0.329,   19
 0,    25.164,    -0.788,     5.458,     0.195,     0.371,   13
 0,    24.872,     4.334,     0.000,     0.000,     1.000,    1
 0,    29.783,     4.367,     0.000,     0.000,     1.000,    1
 0,    27.585,     4.474,     2.298,     0.062,     0.851,    2
 0,    23.108,    -3.687,     0.000,     0.000,     1.000,    1
 0,    22.825,     4.396,     3.746,     0.163,     0.709,    2
 0,    21.030,    -4.099,     3.858,     0.180,     0.715,    2
 1,   401.012,    -0.936,    45.023,     0.062,     0.815,   18
 1,   221.615,     2.415,    24.580,     0.086,     0.521,   14
 0,   156.248,    -0.366,    18.836,     0.077,     0.500,   21
 0,    76.781,     1.155,     9.079,     0.082,     0.409,   12
 0,    25.979,    -1.157,     3.780,     0.113,     0.542,   12
 0,    25.294,     0.095,     6.142,     0.219,     0.386,   19
 0,    21.513,    -1.000,     4.680,     0.185,     0.319,   16
 0,    22.136,     0.801,     4.406,     0.174,     0.347,   17
 0,    20.572,     0.908,     4.424,     0.193,     0.291,   17
 0,    21.321,    -1.314,     3.314,     0.134,     0.398,   12
 1,   124.889,    -2.371,    12.609,     0.068,     0.541,   13
 0,    24.922,    -1.296,     6.631,     0.249,     0.276,   20
 0,    30.226,     1.358,     6.758,     0.212,     0.247,   18
 0,    22.562,     1.283,     4.622,     0.171,     0.328,   19
 0,    23.565,     2.922,     4.380,     0.168,     0.576,    4
 0,    28.806,    -4.001,     4.426,     0.125,     0.784,    3
 1,  1148.075,     0.090,    67.122,     0.013,     0.958,   16
 1,   109.053,    -3.100,    13.437,     0.096,     0.508,    5
 0,    26.179,     1.548,     5.701,     0.200,     0.294,   17
 0,    21.580,     1.752,     4.723,     0.201,     0.270,   18
 0,    23.405,     0.249,     4.689,     0.171,     0.313,   18
 0,    22.731,     0.382,     4.857,     0.196,     0.392,   11
 1,    23.554,     3.618,     1.728,     0.032,     0.951,    2
 1,   458.186,    -1.261,    43.546,     0.042,     0.925,   11
 1,    62.314,    -3.446,     7.578,     0.081,     0.881,    2
 0,    33.565,    -0.693,     8.839,     0.249,     0.236,   23
 0,    25.951,     1.722,     6.293,     0.225,     0.292,   19
 0,    20.179,    -1.150,     4.085,     0.184,     0.319,   13
 0,    24.553,    -1.866,     4.610,     0.160,     0.348,   12
 1,    25.186,     3.356,     3.108,     0.099,     0.720,    3
 1,   118.402,    -0.887,    15.466,     0.070,     0.820,   11
 0,    34.127,     1.559,     7.178,     0.196,     0.316,   16
 0,    25.139,    -1.875,     4.170,     0.142,     0.509,   15
 0,    20.048,    -0.639,     4.594,     0.207,     0.327,   18
 0,    21.684,     0.578,     4.977,     0.213,     0.298,   18
 1,    25.306,    -4.088,     3.883,     0.144,     0.745,    2
 0,    20.619,    -3.010,     2.908,     0.133,     0.741,    2
 1,   305.348,    -0.254,    26.293,     0.031,     0.883,   18
 1,    67.528,    -3.710,     6.552,     0.071,     0.858,    2
 0,    47.898,    -4.409,     9.503,     0.189,     0.585,    3
 1,    22.567,     2.438,     3.853,     0.135,     0.397,   11
 0,    22.423,    -1.006,     5.752,     0.242,     0.278,   19
 0,    25.459,    -1.685,     4.758,     0.154,     0.387,   16
 0,    23.803,     4.059,     1.508,     0.035,     0.922,    2
 1,   675.415,     0.645,    30.807,     0.011,     0.967,   12
 1,   170.482,    -0.319,    17.580,     0.053,     0.867,   16
 1,   109.151,    -3.335,     8.273,     0.067,     0.697,    3
 0,    70.510,    -0.239,    18.155,     0.242,     0.250,   24
 1,    47.766,     2.599,     6.853,     0.096,     0.649,    6
 0,    36.949,    -1.418,     7.396,     0.171,     0.314,   21
 0,    22.473,     0.786,     6.281,     0.262,     0.229,   27
 0,    29.756,     1.047,     5.913,     0.170,     0.256,   22
 0,    27.412,     2.788,     5.865,     0.200,     0.467,    8
 0,    24.063,     2.893,     5.628,     0.224,     0.396,    7
 0,    26.246,    -0.273,     6.262,     0.206,     0.271,   20
 0,    57.704,     4.178,     0.000,     0.000,     1.000,    1
 0,    21.925,     2.025,     4.740,     0.193,     0.267,   23
 0,    37.058,    -3.570,     4.820,     0.111,     0.793,    2
 0,    34.061,    -2.773,     3.739,     0.070,     0.620,    7
 0,    25.018,     2.775,     2.766,     0.102,     0.523,    4
 0,    20.065,     2.939,     3.238,     0.135,     0.597,    3
 0,    38.963,     4.317,     0.000,     0.000,     1.000,    1
 0,    30.192,     4.048,     0.000,     0.000,     1.000,    1
 0,    29.268,     4.093,     4.581,     0.145,     0.649,    3
 0,    28.461,    -4.231,     0.000,     0.000,     1.000,    1
 0,    27.509,    -4.499,     4.053,     0.119,     0.820,    2
 0,    24.549,    -4.075,     4.276,     0.173,     0.708,    2
 0,   548.248,    -0.454,    26.537,     0.010,     0.967,    8
 0,   329.638,     0.567,    38.197,     0.065,     0.828,   18
 0,   113.767,    -2.519,    20.737,     0.154,     0.390,   20
 0,    56.481,     1.724,    14.668,     0.242,     0.222,   31
 0,    41.570,     1.104,     8.571,     0.174,     0.430,   17
 0,    38.183,    -0.150,     9.926,     0.228,     0.292,   20
 0,    23.083,     1.358,     5.600,     0.219,     0.298,   20
 0,    21.765,     1.180,     3.089,     0.118,     0.508,   12
 0,    21.070,    -1.134,     4.199,     0.164,     0.432,   13
 0,    23.805,     2.781,     4.346,     0.176,     0.551,    5
 0,    20.577,    -2.724,     1.960,     0.056,     0.888,    3
 0,    28.886,     2.977,     3.829,     0.120,     0.580,    4
 0,    33.471,     4.451,     0.000,     0.000,     1.000,    1
 0,    23.006,     3.495,     3.072,     0.118,     0.704,    3
 0,    26.053,     4.273,     0.000,     0.000,     1.000,    1
 1,   685.359,    -1.110,    32.271,     0.010,     0.980,    9
 1,   227.558,     2.649,    14.193,     0.025,     0.940,    5
 0,    33.686,     1.983,     6.788,     0.186,     0.292,   23
 0,    30.543,    -1.205,     6.471,     0.201,     0.344,   17
 0,    26.234,    -0.454,     6.212,     0.217,     0.251,   25
